;SIMILARITY SCORE;REVENUES;CAGR 3Y;EBITDA;EBITDA MARGIN;NET PROFIT;NFP;NFP / EBITDA;DESCRIPTION;NAME;Target M&A;Year of acquisition/merger;PROVINCE;CITY;ATECO;WEBSITE;EMPLOYEES;CEO AGE;OWNERSHIP TYPE;VAT NUMBER;FISCAL CODE;IS LISTED;IS HOLDING;FOREIGN OWNED;ADDRESS;COORDINATES;REVENUES RANGE;EMPLOYEES RANGE;REVENUES AVG 3Y;EBITDA AVG 3Y;EBITDA MARGIN AVG 3Y;NET PROFIT AVG 3Y;ROIC;ROE;NET INVESTED CAPITAL;REVENUES 2024;REVENUES 2023;REVENUES 2022;REVENUES 2021;EBITDA 2024;EBITDA 2023;EBITDA 2022;EBITDA 2021;EBITDA MARGIN 2024;EBITDA MARGIN 2023;EBITDA MARGIN 2022;EBITDA MARGIN 2021;NET PROFIT 2024;NET PROFIT 2023;NET PROFIT 2022;NET PROFIT 2021;NFP 2024;NFP 2023;NFP 2022;NFP 2021;NFP / EBITDA 2024;NFP / EBITDA 2023;NFP / EBITDA 2022;NFP / EBITDA 2021;ROIC 2024;ROIC 2023;ROIC 2022;ROIC 2021;ROE 2024;ROE 2023;ROE 2022;ROE 2021;NET INVESTED CAPITAL 2024;NET INVESTED CAPITAL 2023;NET INVESTED CAPITAL 2022;NET INVESTED CAPITAL 2021;BS DATE;BS DATE 2024;BS DATE 2023;BS DATE 2022;BS DATE 2021;Intangible Fixed Assets;Intangible Fixed Assets 2024;Intangible Fixed Assets 2023;Intangible Fixed Assets 2022;Intangible Fixed Assets 2021;Tangible Fixed Assets;Tangible Fixed Assets 2024;Tangible Fixed Assets 2023;Tangible Fixed Assets 2022;Tangible Fixed Assets 2021;Financial Fixed Assets;Financial Fixed Assets 2024;Financial Fixed Assets 2023;Financial Fixed Assets 2022;Financial Fixed Assets 2021;Total Fixed Assets;Total Fixed Assets 2024;Total Fixed Assets 2023;Total Fixed Assets 2022;Total Fixed Assets 2021;Inventory;Inventory 2024;Inventory 2023;Inventory 2022;Inventory 2021;Receivables;Receivables 2024;Receivables 2023;Receivables 2022;Receivables 2021;Payables;Payables 2024;Payables 2023;Payables 2022;Payables 2021;Working Capital;Working Capital 2024;Working Capital 2023;Working Capital 2022;Working Capital 2021;Other Operating Assets;Other Operating Assets 2024;Other Operating Assets 2023;Other Operating Assets 2022;Other Operating Assets 2021;Other Operating Liabilities;Other Operating Liabilities 2024;Other Operating Liabilities 2023;Other Operating Liabilities 2022;Other Operating Liabilities 2021;Other Operating Assets (liabilities);Other Operating Assets (liabilities) 2024;Other Operating Assets (liabilities) 2023;Other Operating Assets (liabilities) 2022;Other Operating Assets (liabilities) 2021;Other Financial Assets (liabilities);Other Financial Assets (liabilities) 2024;Other Financial Assets (liabilities) 2023;Other Financial Assets (liabilities) 2022;Other Financial Assets (liabilities) 2021;Uses;Uses 2024;Uses 2023;Uses 2022;Uses 2021;Debt;Debt 2024;Debt 2023;Debt 2022;Debt 2021;(Cash);(Cash) 2024;(Cash) 2023;(Cash) 2022;(Cash) 2021;Net Financial Position;Net Financial Position 2024;Net Financial Position 2023;Net Financial Position 2022;Net Financial Position 2021;Equity;Equity 2024;Equity 2023;Equity 2022;Equity 2021;Sources;Sources 2024;Sources 2023;Sources 2022;Sources 2021;Revenues;Revenues 2024;Revenues 2023;Revenues 2022;Revenues 2021;Other Revenues;Other Revenues 2024;Other Revenues 2023;Other Revenues 2022;Other Revenues 2021;Operating Revenues (Turnover);Operating Revenues (Turnover) 2024;Operating Revenues (Turnover) 2023;Operating Revenues (Turnover) 2022;Operating Revenues (Turnover) 2021;COGS;COGS 2024;COGS 2023;COGS 2022;COGS 2021;Gross Profit;Gross Profit 2024;Gross Profit 2023;Gross Profit 2022;Gross Profit 2021;Operating Expenses;Operating Expenses 2024;Operating Expenses 2023;Operating Expenses 2022;Operating Expenses 2021;Services;Services 2024;Services 2023;Services 2022;Services 2021;Personnel Expenses;Personnel Expenses 2024;Personnel Expenses 2023;Personnel Expenses 2022;Personnel Expenses 2021;Use of third-party assets;Use of third-party assets 2024;Use of third-party assets 2023;Use of third-party assets 2022;Use of third-party assets 2021;Other Operating Expenses;Other Operating Expenses 2024;Other Operating Expenses 2023;Other Operating Expenses 2022;Other Operating Expenses 2021;Provisions;Provisions 2024;Provisions 2023;Provisions 2022;Provisions 2021;Depreciation and Amortisation;Depreciation and Amortisation 2024;Depreciation and Amortisation 2023;Depreciation and Amortisation 2022;Depreciation and Amortisation 2021;EBIT;EBIT 2024;EBIT 2023;EBIT 2022;EBIT 2021;Financial Income;Financial Income 2024;Financial Income 2023;Financial Income 2022;Financial Income 2021;Financial Expenses;Financial Expenses 2024;Financial Expenses 2023;Financial Expenses 2022;Financial Expenses 2021;Net Financial Income (Expenses);Net Financial Income (Expenses) 2024;Net Financial Income (Expenses) 2023;Net Financial Income (Expenses) 2022;Net Financial Income (Expenses) 2021;Other Financial Gains (Expenses);Other Financial Gains (Expenses) 2024;Other Financial Gains (Expenses) 2023;Other Financial Gains (Expenses) 2022;Other Financial Gains (Expenses) 2021;EBT;EBT 2024;EBT 2023;EBT 2022;EBT 2021;Taxes;Taxes 2024;Taxes 2023;Taxes 2022;Taxes 2021;Net Income;Net Income 2024;Net Income 2023;Net Income 2022;Net Income 2021;(∆WC);(∆WC) 2024;(∆WC) 2023;(∆WC) 2022;(∆WC) 2021;(Taxes);(Taxes) 2024;(Taxes) 2023;(Taxes) 2022;(Taxes) 2021;(∆ Other Operating Assets);(∆ Other Operating Assets) 2024;(∆ Other Operating Assets) 2023;(∆ Other Operating Assets) 2022;(∆ Other Operating Assets) 2021;Operating Cash Flow;Operating Cash Flow 2024;Operating Cash Flow 2023;Operating Cash Flow 2022;Operating Cash Flow 2021;(CAPEX);(CAPEX) 2024;(CAPEX) 2023;(CAPEX) 2022;(CAPEX) 2021;(∆ Financial Fixed Assets);(∆ Financial Fixed Assets) 2024;(∆ Financial Fixed Assets) 2023;(∆ Financial Fixed Assets) 2022;(∆ Financial Fixed Assets) 2021;(∆ Intangible Fixed Assets);(∆ Intangible Fixed Assets) 2024;(∆ Intangible Fixed Assets) 2023;(∆ Intangible Fixed Assets) 2022;(∆ Intangible Fixed Assets) 2021;Investing Cash Flow;Investing Cash Flow 2024;Investing Cash Flow 2023;Investing Cash Flow 2022;Investing Cash Flow 2021;∆ Debt;∆ Debt 2024;∆ Debt 2023;∆ Debt 2022;∆ Debt 2021;(∆ Other Financial Assets);(∆ Other Financial Assets) 2024;(∆ Other Financial Assets) 2023;(∆ Other Financial Assets) 2022;(∆ Other Financial Assets) 2021;Financial profit (expenses);Financial profit (expenses) 2024;Financial profit (expenses) 2023;Financial profit (expenses) 2022;Financial profit (expenses) 2021;∆ Equity;∆ Equity 2024;∆ Equity 2023;∆ Equity 2022;∆ Equity 2021;Financing Cash Flow;Financing Cash Flow 2024;Financing Cash Flow 2023;Financing Cash Flow 2022;Financing Cash Flow 2021;Net Cash Flow;Net Cash Flow 2024;Net Cash Flow 2023;Net Cash Flow 2022;Net Cash Flow 2021;VAT NUMBER OWNER 1;NAME OWNER 1;PERCENTAGE OWNER 1;VAT NUMBER OWNER 2;NAME OWNER 2;PERCENTAGE OWNER 2;VAT NUMBER OWNER 3;NAME OWNER 3;PERCENTAGE OWNER 3;VAT NUMBER OWNER 4;NAME OWNER 4;PERCENTAGE OWNER 4;VAT NUMBER OWNER 5;NAME OWNER 5;PERCENTAGE OWNER 5;VAT NUMBER CONTROLLING OWNER 1;NAME CONTROLLING OWNER 1;PERCENTAGE CONTROLLING OWNER 1;VAT NUMBER CONTROLLING OWNER 2;NAME CONTROLLING OWNER 2;PERCENTAGE CONTROLLING OWNER 2;VAT NUMBER CONTROLLING OWNER 3;NAME CONTROLLING OWNER 3;PERCENTAGE CONTROLLING OWNER 3;VAT NUMBER CONTROLLING OWNER 4;NAME CONTROLLING OWNER 4;PERCENTAGE CONTROLLING OWNER 4;VAT NUMBER CONTROLLING OWNER 5;NAME CONTROLLING OWNER 5;PERCENTAGE CONTROLLING OWNER 5;VAT NUMBER SUBSIDIARY 1;NAME SUBSIDIARY 1;PERCENTAGE SUBSIDIARY 1;VAT NUMBER SUBSIDIARY 2;NAME SUBSIDIARY 2;PERCENTAGE SUBSIDIARY 2;VAT NUMBER SUBSIDIARY 3;NAME SUBSIDIARY 3;PERCENTAGE SUBSIDIARY 3;VAT NUMBER SUBSIDIARY 4;NAME SUBSIDIARY 4;PERCENTAGE SUBSIDIARY 4;VAT NUMBER SUBSIDIARY 5;NAME SUBSIDIARY 5;PERCENTAGE SUBSIDIARY 5;NAME MANAGER 1;POSITION MANAGER 1;AGE MANAGER 1;NAME MANAGER 2;POSITION MANAGER 2;AGE MANAGER 2;NAME MANAGER 3;POSITION MANAGER 3;AGE MANAGER 3;NAME MANAGER 4;POSITION MANAGER 4;AGE MANAGER 4;NAME MANAGER 5;POSITION MANAGER 5;AGE MANAGER 5;;;;;;;;;;
1801;0,00%;€102 825,00;-20,20%;€21 217,00;20,60%;€9 043,00;-€85 063,00;-4,01x;This software company specializes in the development and distribution of hardware identifier (HWID) spoofing tools designed to bypass anti-cheat systems in online video games. Its core product line includes temporary and permanent spoofing software, a centralized management loader, and white-label rebranding services for third-party integration. The company supports major game launchers and anti-cheat platforms, providing subscription-based and lifetime access licenses to both individual consumers and bulk resellers through an automated digital distribution system.;SYNC - SOCIETA' A RESPONSABILITA' LIMITATA;0;0;Roma;Roma (RM);5821;https://sync.top;0;59;family;17046061002;17046061002;FAUX;FAUX;FAUX;Roma (RM), Lazio;41.9113, 12.5756;0;1;€115 839,50;€35 935,50;31,00%;€20 991,50;-29,94%;17,40%;-€64 967,00;€102 825,00;€128 854,00;n.a.;n.a.;€21 217,00;€50 654,00;n.a.;n.a.;20,63%;39,31%;n.a.;n.a.;€9 043,00;€32 940,00;n.a.;n.a.;-€85 063,00;-€87 189,00;n.a.;n.a.;-4,01x;-1,72x;n.a.;n.a.;-29,94%;-75,32%;n.a.;n.a.;17,40%;76,71%;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;31/12/2024;31/12/2024;31/12/2023;n.a.;n.a.;€11 804,00;€11 804,00;€15 739,00;n.a.;n.a.;€1 262,00;€1 262,00;€1 544,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;€13 066,00;€13 066,00;€17 283,00;n.a.;n.a.;€26,00;€26,00;€0,00;n.a.;n.a.;€3 840,00;€3 840,00;€678,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;€3 866,00;€3 866,00;€678,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;-€69 700,00;-€69 700,00;-€69 700,00;n.a.;n.a.;-€69 700,00;-€69 700,00;-€69 700,00;n.a.;n.a.;€19 689,00;€19 689,00;€7 490,00;n.a.;n.a.;-€33 079,00;-€33 079,00;-€44 249,00;n.a.;n.a.;€55 167,00;€55 167,00;€16 201,00;n.a.;n.a.;-€140 230,00;-€140 230,00;-€103 390,00;n.a.;n.a.;-€85 063,00;-€85 063,00;-€87 189,00;n.a.;n.a.;€51 984,00;€51 984,00;€42 940,00;n.a.;n.a.;-€33 079,00;-€33 079,00;-€44 249,00;n.a.;n.a.;€102 825,00;€102 825,00;€128 854,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;€102 825,00;€102 825,00;€128 854,00;n.a.;n.a.;-€1 850,00;-€1 850,00;-€4,00;n.a.;n.a.;€100 975,00;€100 975,00;€128 850,00;n.a.;n.a.;-€79 311,00;-€79 311,00;-€77 852,00;n.a.;n.a.;-€77 425,00;-€77 425,00;-€77 076,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;-€1 886,00;-€1 886,00;-€776,00;n.a.;n.a.;-€447,00;-€447,00;-€344,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;-€4 217,00;-€4 217,00;-€4 076,00;n.a.;n.a.;€17 000,00;€17 000,00;€46 578,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;-€1 478,00;-€1 478,00;-€544,00;n.a.;n.a.;-€1 478,00;-€1 478,00;-€544,00;n.a.;n.a.;€0,00;€0,00;€0,00;n.a.;n.a.;€15 522,00;€15 522,00;€46 034,00;n.a.;n.a.;-€6 479,00;-€6 479,00;-€13 094,00;n.a.;n.a.;€9 043,00;€9 043,00;€32 940,00;n.a.;n.a.;-€3 188,00;-€3 188,00;n.a.;n.a.;n.a.;-€6 479,00;-€6 479,00;n.a.;n.a.;n.a.;€0,00;€0,00;n.a.;n.a.;n.a.;€11 550,00;€11 550,00;n.a.;n.a.;n.a.;-€3 935,00;-€3 935,00;n.a.;n.a.;n.a.;€0,00;€0,00;n.a.;n.a.;n.a.;€3 935,00;€3 935,00;n.a.;n.a.;n.a.;€0,00;€0,00;n.a.;n.a.;n.a.;€38 966,00;€38 966,00;n.a.;n.a.;n.a.;-€12 199,00;-€12 199,00;n.a.;n.a.;n.a.;-€1 478,00;-€1 478,00;n.a.;n.a.;n.a.;€1,00;€1,00;n.a.;n.a.;n.a.;€25 290,00;€25 290,00;n.a.;n.a.;n.a.;€36 840,00;€36 840,00;n.a.;n.a.;n.a.;HSSTMY66L63Z336O;HASSANEIN THOMAYA BEDEIR TAHA;€0,50;LHWNNM97C42Z336O;ELHAWASHY NORAN MOHAMED ELSAYED IBR;€0,25;LHWMMD67L22Z336T;ELHAWASHY MOHAMED;€0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HASSANEIN THOMAYA BEDEIR TAHA;AMMINISTRATORE UNICO;59;;;;;;;;;;;;;;;;;;;;;;
1802;0,00%;€102 096,00;-21,78%;-€181 554,00;-177,80%;-€117 657,00;€407 916,00;-2,25x;Questa azienda offre servizi di consulenza in sicurezza aziendale, specializzandosi in cybersecurity, protezione dei dati e gestione della privacy. Sviluppa e implementa anche applicazioni software e piattaforme per questi stessi domini di sicurezza aziendale.;BCANNAS SERVICE S.R.L;0;0;Cagliari;Carbonia (CA);749929;n.a.;1;80;individual;01575030927;01575030927;FAUX;FAUX;FAUX;Carbonia (CA), Sardegna;39.1763, 8.5132;0;1;€146 186,00;-€64 741,00;-44,30%;-€26 844,33;-11,01%;-19,13%;€1 022 996,00;n.a.;€5 087,00;€8 272,00;€4 825,00;n.a.;-€181 554,00;€38 500,00;-€51 169,00;n.a.;-177,83%;22,70%;-30,66%;n.a.;-€117 657,00;€97 819,00;-€60 695,00;n.a.;€407 916,00;€505 429,00;€469 520,00;n.a.;-2,25x;13,13x;-9,18x;n.a.;-11,01%;-1,11%;-4,63%;n.a.;-19,13%;13,35%;-9,56%;n.a.;n.a.;n.a.;n.a.;31/12/2023;n.a.;31/12/2023;31/12/2022;31/12/2021;€0,00;n.a.;€0,00;€0,00;€0,00;€503 931,00;n.a.;€503 931,00;€530 731,00;€580 840,00;€139 780,00;n.a.;€139 780,00;€139 780,00;€154 280,00;€643 711,00;n.a.;€643 711,00;€670 511,00;€735 120,00;€4 800,00;n.a.;€4 800,00;€0,00;€0,00;€465 243,00;n.a.;€465 243,00;€767 518,00;€763 726,00;€0,00;n.a.;€0,00;€0,00;€0,00;€470 043,00;n.a.;€470 043,00;€767 518,00;€763 726,00;€17 110,00;n.a.;€17 110,00;€17 110,00;€54 875,00;-€107 868,00;n.a.;-€107 868,00;-€216 973,00;-€449 284,00;-€90 758,00;n.a.;-€90 758,00;-€199 863,00;-€394 409,00;€0,00;n.a.;€0,00;€0,00;€0,00;€1 022 996,00;n.a.;€1 022 996,00;€1 238 166,00;€1 104 437,00;€454 443,00;n.a.;€454 443,00;€518 110,00;€556 188,00;-€46 527,00;n.a.;-€46 527,00;-€12 681,00;-€86 668,00;€407 916,00;n.a.;€407 916,00;€505 429,00;€469 520,00;€615 080,00;n.a.;€615 080,00;€732 737,00;€634 917,00;€1 022 996,00;n.a.;€1 022 996,00;€1 238 166,00;€1 104 437,00;€5 087,00;n.a.;€5 087,00;€8 272,00;€4 825,00;€97 009,00;n.a.;€97 009,00;€161 313,00;€162 052,00;€102 096,00;n.a.;€102 096,00;€169 585,00;€166 877,00;-€954,00;n.a.;-€954,00;-€3 489,00;-€8 091,00;€101 142,00;n.a.;€101 142,00;€166 096,00;€158 786,00;-€43 560,00;n.a.;-€43 560,00;-€46 326,00;-€49 762,00;-€23 500,00;n.a.;-€23 500,00;-€27 668,00;-€28 668,00;€0,00;n.a.;€0,00;€0,00;-€2 616,00;-€20 060,00;n.a.;-€20 060,00;-€18 658,00;-€18 478,00;-€239 136,00;n.a.;-€239 136,00;-€81 270,00;-€160 193,00;€0,00;n.a.;€0,00;€0,00;€0,00;-€35 600,00;n.a.;-€35 600,00;-€37 387,00;€0,00;-€217 154,00;n.a.;-€217 154,00;€1 113,00;-€51 169,00;€4,00;n.a.;€4,00;€5,00;€13,00;-€9 612,00;n.a.;-€9 612,00;-€9 031,00;-€9 539,00;-€9 608,00;n.a.;-€9 608,00;-€9 026,00;-€9 526,00;€0,00;n.a.;€0,00;€0,00;€0,00;-€226 762,00;n.a.;-€226 762,00;-€7 913,00;-€60 695,00;€109 105,00;n.a.;€109 105,00;€105 732,00;€0,00;-€117 657,00;n.a.;-€117 657,00;€97 819,00;-€60 695,00;€297 475,00;n.a.;€297 475,00;-€3 792,00;€109 307,00;€109 105,00;n.a.;€109 105,00;€105 732,00;€0,00;-€109 105,00;n.a.;-€109 105,00;-€194 546,00;€10 330,00;€115 921,00;n.a.;€115 921,00;-€54 106,00;€68 468,00;-€8 800,00;n.a.;-€8 800,00;€12 722,00;-€710,00;€0,00;n.a.;€0,00;€14 500,00;-€6 000,00;€0,00;n.a.;€0,00;€0,00;€0,00;-€8 800,00;n.a.;-€8 800,00;€27 222,00;-€6 710,00;-€63 667,00;n.a.;-€63 667,00;-€38 078,00;-€42 803,00;€0,00;n.a.;€0,00;€0,00;€0,00;-€9 608,00;n.a.;-€9 608,00;-€9 026,00;-€9 526,00;€0,00;n.a.;€0,00;€1,00;€1 030,00;-€73 275,00;n.a.;-€73 275,00;-€47 103,00;-€51 299,00;€33 846,00;n.a.;€33 846,00;-€73 987,00;€10 459,00;CNNBRN46D16I706I;CANNAS BRUNO;€1,00;;;;;;;;;;;;;CNNBRN46D16I706I;CANNAS BRUNO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;CANNAS BRUNO;SOCIO UNICO;79;CANNAS CLAUDIA;INSTITORE;47;;;;;;;;;;;;;;;;;;;
1803;0,00%;€101 809,00;17,22%;-€39 962,00;-39,30%;-€93 675,00;-€383 276,00;-9,59x;This aerospace technology company provides autonomous drone systems for industrial infrastructure inspection and logistics. Its core offerings include GPS-denied navigation hardware, automated recharging stations, and specialized sensors for visual, infrared, and non-destructive testing. The company also develops proprietary AI software for feature detection and automated data analysis. These solutions serve the energy, renewable, oil and gas, and infrastructure sectors, enabling 24/7 surveillance and precise, automated maintenance operations across complex industrial environments.;DRB S.R.L.;0;0;Monza-Brianza;Monza (MB);721029;https://drb.aero;3;48;family;09729170960;09729170960;FAUX;VRAI;FAUX;Monza (MB), Lombardia;45.59, 9.2854;0;1;€121 059,33;-€35 702,67;-29,50%;-€87 331,00;136,64%;-29,43%;-€64 954,00;€89 785,00;€118 300,00;€59 000,00;€19 110,00;-€39 962,00;-€63 152,00;-€3 994,00;-€127 339,00;-39,25%;-45,60%;-3,25%;-201,44%;-€93 675,00;-€122 251,00;-€46 067,00;-€165 002,00;-€383 276,00;€42 055,00;€54 828,00;€73 948,00;-9,59x;-0,67x;-13,73x;-0,58x;136,64%;1070,37%;460,56%;-291,69%;-29,43%;230,64%;71,89%;915,71%;n.a.;n.a.;n.a.;n.a.;31/12/2024;31/12/2024;31/12/2023;31/12/2022;31/12/2021;€194 049,00;€194 049,00;€220 532,00;€199 337,00;€216 119,00;€27 762,00;€27 762,00;€34 473,00;€19 011,00;€9 316,00;€0,00;€0,00;€0,00;€0,00;€0,00;€221 811,00;€221 811,00;€255 005,00;€218 348,00;€225 435,00;€0,00;€0,00;€0,00;€0,00;€0,00;€11 100,00;€11 100,00;€5 100,00;€5 590,00;€6 100,00;-€43 014,00;-€43 014,00;-€36 653,00;-€51 788,00;-€51 773,00;-€31 914,00;-€31 914,00;-€31 553,00;-€46 198,00;-€45 673,00;€27 552,00;€27 552,00;€66 772,00;€65 434,00;€70 744,00;-€282 403,00;-€282 403,00;-€301 173,00;-€246 840,00;-€194 577,00;-€254 851,00;-€254 851,00;-€234 401,00;-€181 406,00;-€123 833,00;€0,00;€0,00;€0,00;€0,00;€0,00;-€64 954,00;-€64 954,00;-€10 949,00;-€9 256,00;€55 929,00;€62 278,00;€62 278,00;€77 445,00;€92 256,00;€104 474,00;-€445 554,00;-€445 554,00;-€35 390,00;-€37 428,00;-€30 526,00;-€383 276,00;-€383 276,00;€42 055,00;€54 828,00;€73 948,00;€318 322,00;€318 322,00;-€53 004,00;-€64 084,00;-€18 019,00;-€64 954,00;-€64 954,00;-€10 949,00;-€9 256,00;€55 929,00;€89 785,00;€89 785,00;€118 300,00;€59 000,00;€19 110,00;€12 024,00;€12 024,00;€20 181,00;€63 888,00;€44 104,00;€101 809,00;€101 809,00;€138 481,00;€122 888,00;€63 214,00;-€4 088,00;-€4 088,00;-€14 538,00;-€9 380,00;-€39 122,00;€97 721,00;€97 721,00;€123 943,00;€113 508,00;€24 092,00;-€130 378,00;-€130 378,00;-€173 952,00;-€111 456,00;-€146 946,00;-€33 216,00;-€33 216,00;-€68 778,00;-€37 913,00;-€68 416,00;-€96 921,00;-€96 921,00;-€102 354,00;-€73 447,00;-€78 374,00;-€241,00;-€241,00;-€2 820,00;-€96,00;-€156,00;-€7 305,00;-€7 305,00;-€13 143,00;-€6 046,00;-€4 485,00;€0,00;€0,00;€0,00;€0,00;€0,00;-€48 794,00;-€48 794,00;-€54 043,00;-€38 635,00;-€35 800,00;-€88 756,00;-€88 756,00;-€117 195,00;-€42 629,00;-€163 139,00;€0,00;€0,00;€23,00;€0,00;€0,00;-€4 919,00;-€4 919,00;-€5 079,00;-€3 438,00;-€1 863,00;-€4 919,00;-€4 919,00;-€5 056,00;-€3 438,00;-€1 863,00;€0,00;€0,00;€0,00;€0,00;€0,00;-€93 675,00;-€93 675,00;-€122 251,00;-€46 067,00;-€165 002,00;€0,00;€0,00;€0,00;€0,00;€0,00;-€93 675,00;-€93 675,00;-€122 251,00;-€46 067,00;-€165 002,00;€361,00;€361,00;-€14 645,00;€525,00;€3 826,00;€0,00;€0,00;€0,00;€0,00;€0,00;€20 450,00;€20 450,00;€52 995,00;€57 573,00;€176 123,00;-€19 151,00;-€19 151,00;-€24 802,00;€54 104,00;€52 610,00;-€42 083,00;-€42 083,00;-€69 505,00;-€48 330,00;-€33 655,00;€0,00;€0,00;€0,00;€0,00;€0,00;€26 483,00;€26 483,00;-€21 195,00;€16 782,00;-€1 345,00;-€15 600,00;-€15 600,00;-€90 700,00;-€31 548,00;-€35 000,00;-€15 167,00;-€15 167,00;-€14 811,00;-€12 218,00;€0,00;€0,00;€0,00;€0,00;€0,00;€0,00;-€4 919,00;-€4 919,00;-€5 056,00;-€3 438,00;-€1 863,00;€465 001,00;€465 001,00;€133 331,00;€2,00;€2,00;€444 915,00;€444 915,00;€113 464,00;-€15 654,00;-€1 861,00;€410 164,00;€410 164,00;-€2 038,00;€6 902,00;€15 749,00;MNEGPP81L25C618K;MENA GIUSEPPE;€0,32;PZZDGI77E18F704F;PIAZZA DIEGO;€0,32;RGGLCU68T31D548O;REGGIANI LUCA;€0,18;IT00734420151;GRANDI MARCHE FRANCESI S.R.L.;0,15;IT03008050969;SEGE S.R.L.;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PIAZZA DIEGO;PRESIDENTE CONSIGLIO AMMINISTRAZIONE;48;MENA GIUSEPPE;CONSIGLIERE;44;SCOTTI GIANNI LUIGI;REVISORE LEGALE;76;;;;;;;;;;;;;;;;
